,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,0_na,1_na,2_na
892,0.0,0.75,0.316439484629012,0.3558999657929848,1.0,1.0,0.0,0.33333333333333337,1.0,0.25,0.0,0.2727272727272727,0.4,1.0,0.75,0.6,0.5555555555555556,0.875,0.6594202898550723,0.06557377049180328,0.5,0.0,0.5,0.6000000000000001,0.25,0.0,0.33333333333333337,0.9999999999999999,0.5,0.5,0.75,0.25,0.9999999999999999,0.5490404999675775,0.6666666666666666,0.0,0.4221973603951401,0.2747651772919061,1.0,0.5,1.0,0.9999999999999999,0.4543389376247982,0.0,0.0,0.4124147874879566,0.0,0.5,0.3333333333333333,0.0,0.375,0.3333333333333333,0.33333333333333337,0.33333333333333337,1.0,0.0,0.0,0.8,0.5727272727272705,0.6666666666666667,0.25,0.24646194890295647,0.75,1.0,1.0,0.8230372384764055,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.09090909090909091,0.0,0.6666666666666666,0.75,0.0,0.0,0.0
1105,0.2352941176470588,0.75,0.436395287984374,0.4289042077918192,1.0,1.0,0.33333333333333337,0.33333333333333337,1.0,0.0,0.0,0.9545454545454545,0.4,1.0,0.75,1.0,0.7777777777777777,0.5,0.8840579710144922,0.26229508196721313,0.0,0.0,0.5,0.6000000000000001,0.5,0.9124127870609328,0.6666666666666666,0.9999999999999999,1.0,1.0,0.75,0.75,0.9999999999999999,0.6248697675976355,0.6666666666666666,0.0,0.4402633975035653,0.3488015216719436,1.0,1.0,1.0,0.9999999999999999,0.5827825839526399,0.9489187635751679,0.0,0.7299729034848375,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.5833333333333334,1.0,0.6666666666666666,0.6000000000000001,0.8,0.8545454545454518,0.6666666666666667,0.5,0.5636691055029683,0.75,1.0,1.0,0.8190585894424414,0.5385687588268789,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2727272727272727,1.0,0.6666666666666666,0.75,0.0,0.0,0.0
413,0.05882352941176469,0.25,0.24542803544629505,0.36807253624332487,1.0,0.0,0.0,0.33333333333333337,1.0,0.25,0.0,0.13636363636363638,0.0,1.0,0.75,0.6,0.4444444444444445,0.625,0.3985507246376816,1.0,0.0,0.0,0.2,0.10000000000000003,0.25,0.0,0.33333333333333337,0.9999999999999999,0.5,0.5,0.75,0.25,0.8333333333333334,0.0,0.6666666666666666,0.0,0.6671414844894946,0.26492726290491175,1.0,0.75,1.0,0.6666666666666666,0.43978307379621084,0.0,0.0,0.3988943640944917,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.33333333333333337,0.24999999999999997,1.0,0.3333333333333333,0.8,0.4000000000000001,0.24545454545454248,0.3333333333333333,0.5,0.3192927337118341,0.75,1.0,1.0,0.0,0.0,0.999388774179836,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1818181818181818,1.0,0.6666666666666666,0.75,0.0,0.0,0.0
522,0.17647058823529413,0.25,0.2117551170539771,0.2556140724708343,1.0,1.0,0.0,0.33333333333333337,1.0,0.0,0.0,0.1818181818181818,0.20000000000000007,1.0,0.75,0.20000000000000007,0.5555555555555556,0.75,0.5434782608695663,0.9344262295081968,0.0,0.0,1.0000000000000002,1.0000000000000002,0.25,0.0,0.33333333333333337,0.6666666666666666,0.5,0.5,0.75,0.25,0.6666666666666666,0.47107514035060194,0.6666666666666666,0.0,0.5202067782696878,0.26415015807492487,1.0,1.0,1.0,0.9999999999999999,0.4307628223316187,0.901427609349106,0.0,0.5693383216244408,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.33333333333333337,0.41666666666666663,1.0,0.6666666666666666,0.8,0.4000000000000001,0.45454545454545325,0.3333333333333333,0.5,0.3630992441178861,0.75,1.0,1.0,0.0,0.4943907232137278,0.9955149822048689,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8181818181818182,0.0,0.6666666666666666,0.75,0.0,0.0,0.0
1036,0.0,0.75,0.40037406985217233,0.4388486926034602,1.0,1.0,0.33333333333333337,0.9999999999999999,1.0,0.25,0.0,0.8181818181818182,0.4,1.0,0.75,0.6,0.8888888888888888,0.5,0.9782608695652169,0.03278688524590164,0.5,0.0,0.9000000000000001,0.8,1.0,0.7638917568080081,0.6666666666666666,0.9999999999999999,1.0,1.0,0.75,1.0,0.9999999999999999,0.6231161826067417,0.6666666666666666,0.0,0.517248408980953,0.37604704463787564,1.0,1.0,1.0,0.9999999999999999,0.6116151329115401,0.0,0.0,0.5598624168153745,0.3333333333333333,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.9999999999999999,0.33333333333333337,1.0,0.3333333333333333,1.0000000000000002,0.8,0.9818181818181806,1.0,0.75,0.692670546533072,0.75,1.0,1.0,0.8444103780977523,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7272727272727273,0.75,0.6666666666666666,0.75,0.0,0.0,0.0
614,0.9411764705882353,0.25,0.0,0.02575103505526538,1.0,1.0,0.0,0.33333333333333337,1.0,0.25,0.0,0.0,0.4,1.0,1.0,0.4,0.3333333333333333,0.625,0.72463768115942,0.639344262295082,0.0,0.0,1.0000000000000002,1.0000000000000002,0.25,0.0,0.33333333333333337,0.9999999999999999,0.5,0.75,0.75,0.75,0.16666666666666666,0.3445325562598395,0.9999999999999999,0.9999572648707387,0.0,0.18714657907177817,1.0,1.0,1.0,0.9999999999999999,0.2508805264534756,0.0,0.0,0.22531107373103565,0.3333333333333333,0.0,0.3333333333333333,0.0,0.125,0.3333333333333333,0.33333333333333337,0.08333333333333334,1.0,0.0,0.0,0.0,0.7272727272727266,0.0,0.0,0.0,0.0,0.0,1.0,0.7340526118076326,0.4943907232137278,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,1.0,0.6666666666666666,0.75,1.0,0.0,0.0
218,0.17647058823529413,0.75,0.316439484629012,0.47671732739291206,1.0,1.0,0.33333333333333337,0.33333333333333337,1.0,0.0,0.0,0.7727272727272727,0.4,1.0,0.75,0.20000000000000007,0.6666666666666665,1.0,0.4855072463768124,0.04918032786885246,0.0,0.0,0.9000000000000001,0.8,0.5,0.9010098785100219,0.6666666666666666,0.6666666666666666,0.5,0.5,0.75,0.25,0.33333333333333337,0.44876188237889525,0.6666666666666666,0.0,0.4531829460256422,0.22291379866560687,1.0,1.0,1.0,0.9999999999999999,0.47815822030711097,0.9208802788761852,0.0,0.6261252485391319,0.0,0.5,0.3333333333333333,0.5,0.375,0.3333333333333333,0.6666666666666666,0.5,1.0,0.6666666666666666,0.6000000000000001,0.8,0.35454545454545183,0.3333333333333333,0.5,0.371011349761222,0.75,1.0,1.0,0.0,0.7473063007701493,0.9995209764633758,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,0.5,0.6666666666666666,0.75,0.0,0.0,1.0
1160,0.8235294117647058,0.75,0.027829361347760706,0.10591313514721845,1.0,1.0,0.0,0.33333333333333337,1.0,0.25,0.0,0.4545454545454545,0.4,1.0,0.25,1.0,0.5555555555555556,0.5,0.7681159420289863,0.5409836065573771,0.0,0.0,0.7,0.4000000000000001,0.25,0.0,0.33333333333333337,0.9999999999999999,0.5,0.75,0.75,0.25,0.6666666666666666,0.43605467225664823,0.6666666666666666,0.0,0.4937777328672151,0.2345798022888941,1.0,0.25,1.0,0.9999999999999999,0.3691713512112318,0.8927378895408573,0.0,0.5221116128616089,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.33333333333333337,0.41666666666666663,1.0,0.3333333333333333,0.6000000000000001,0.8,0.7090909090909072,0.3333333333333333,0.5,0.3774594645994101,0.75,1.0,1.0,0.5550700077315329,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5454545454545454,1.0,0.6666666666666666,0.75,0.0,0.0,0.0
649,0.9411764705882353,0.25,0.0,0.07497758659386011,1.0,1.0,0.0,0.33333333333333337,1.0,0.25,0.0,0.0,0.4,1.0,0.25,0.4,0.3333333333333333,0.625,0.7101449275362324,0.6229508196721312,0.0,0.0,1.0000000000000002,1.0000000000000002,0.25,0.0,0.33333333333333337,0.9999999999999999,0.5,0.75,0.75,0.75,0.33333333333333337,0.32919109357045445,0.9999999999999999,0.9999606944955061,0.0,0.18714657907177817,1.0,0.75,1.0,0.9999999999999999,0.2508805264534756,0.0,0.0,0.22531107373103565,0.3333333333333333,0.0,0.3333333333333333,0.0,0.125,0.3333333333333333,0.33333333333333337,0.08333333333333334,1.0,0.0,0.0,0.0,0.7272727272727266,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.9999999999999999,0.25,0.6666666666666666,0.75,1.0,0.0,0.0
887,0.17647058823529413,0.75,0.261463793456559,0.4865315080052241,1.0,1.0,0.33333333333333337,0.33333333333333337,1.0,0.25,0.0,0.22727272727272727,0.4,1.0,0.75,0.20000000000000007,0.4444444444444445,0.75,0.6014492753623184,0.8852459016393444,0.0,0.0,0.4000000000000001,0.3,0.25,0.0,0.33333333333333337,0.6666666666666666,1.0,0.5,0.75,0.25,0.8333333333333334,0.0,0.6666666666666666,0.0,0.6020506278192735,0.22662093911783152,1.0,0.5,1.0,0.9999999999999999,0.3767432081847157,0.8792997064466683,0.0,0.5064621169179113,0.0,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.33333333333333337,0.5,1.0,0.0,0.0,0.8,0.5,0.3333333333333333,0.25,0.2742264910707054,0.75,1.0,1.0,0.7642568916823491,0.0,0.0,0.0,0.9999981791878892,0.0,0.0,1.0,1.0,0.0,0.2727272727272727,0.5,0.6666666666666666,0.75,0.0,0.0,0.0
